CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
309	27900	Joplin, MO Metro Area	1	3271829831	11878891	1263.261	4.586	37.055546	-94.339736                                                                                                               
310	28020	Kalamazoo-Portage, MI Metro Area	1	1455456980	47508422	561.955	18.343	42.246266	-85.532854                                                                                                    
176	28100	Kankakee, IL Metro Area	1	1752101352	12458978	676.49	4.81	41.13951	-87.861117                                                                                                                 
312	28140	Kansas City, MO-KS Metro Area	1	18794271948	301298250	7256.509	116.332	38.931857	-94.443841                                                                                                   
258	28340	Kendallville, IN Micro Area	2	1064083614	17062367	410.845	6.588	41.404679	-85.417271                                                                                                          
313	28420	Kennewick-Richland, WA Metro Area	1	7619028337	214802393	2941.723	82.936	46.364155	-119.254927                                                                                                
314	28500	Kerrville, TX Micro Area	2	2857617603	10231764	1103.332	3.951	30.059953	-99.353339                                                                                                            
370	28580	Key West, FL Micro Area	2	2546067521	11153842007	983.042	4306.523	25.58612	-81.022603                                                                                                         
545	28620	Kill Devil Hills, NC Micro Area	2	992558307	3000513520	383.229	1158.505	35.606269	-75.767536                                                                                                  
304	28700	Kingsport-Bristol, TN-VA Metro Area	1	5206884289	96077997	2010.389	37.096	36.604161	-82.440145                                                                                                
408	28740	Kingston, NY Metro Area	1	2911757764	94596811	1124.236	36.524	41.947212	-74.265458                                                                                                            
204	28780	Kingsville, TX Micro Area	2	6060230287	1802968969	2339.868	696.13	27.113943	-97.568508                                                                                                        
272	28820	Kinston, NC Micro Area	2	1033630013	5900299	399.087	2.278	35.240066	-77.635514                                                                                                                
315	28940	Knoxville, TN Metro Area	1	8340648584	329118277	3220.343	127.073	36.014791	-84.206701                                                                                                         
316	29020	Kokomo, IN Metro Area	1	759058590	2194576	293.074	0.847	40.483537	-86.114118                                                                                                                  
148	29060	Laconia, NH Micro Area	2	1040779615	176541257	401.847	68.163	43.519109	-71.425366                                                                                                             
318	29180	Lafayette, LA Metro Area	1	8828918603	2349139879	3408.865	907.008	29.957773	-92.04935                                                                                                         
320	29200	Lafayette-West Lafayette, IN Metro Area	1	4253381260	23145985	1642.24	8.937	40.482153	-87.017112                                                                                              
122	29300	LaGrange, GA-AL Micro Area	2	2617363818	99729451	1010.57	38.506	32.970298	-85.24416                                                                                                           
324	29340	Lake Charles, LA Metro Area	1	6083163521	1766798991	2348.723	682.165	29.978755	-93.253243                                                                                                     
264	29380	Lake City, FL Micro Area	2	2065648312	9755972	797.551	3.767	30.221651	-82.623371                                                                                                              
422	29460	Lakeland-Winter Haven, FL Metro Area	1	4656186394	550757251	1797.764	212.649	27.953649	-81.693534                                                                                             
238	29740	Las Cruces, NM Metro Area	1	9863163868	17594250	3808.189	6.793	32.349919	-106.834968                                                                                                          
106	29780	Las Vegas, NM Micro Area	2	17217628895	57473567	6647.764	22.191	35.644067	-104.863027                                                                                                         
332	29820	Las Vegas-Henderson-Paradise, NV Metro Area	1	20439281712	438410943	7891.651	169.271	36.21413	-115.014398                                                                                     
279	29860	Laurel, MS Micro Area	2	3551275209	15812537	1371.155	6.105	31.825465	-89.148054                                                                                                               
246	29900	Laurinburg, NC Micro Area	2	826569986	3842049	319.14	1.483	34.840023	-79.477337                                                                                                               
312	29940	Lawrence, KS Metro Area	1	1180428103	48875040	455.766	18.871	38.896417	-95.290947                                                                                                             
400	29980	Lawrenceburg, TN Micro Area	2	1598359119	2218403	617.13	0.857	35.220476	-87.396546                                                                                                            
276	30140	Lebanon, PA Metro Area	1	937148912	1722125	361.835	0.665	40.371448	-76.464819                                                                                                                 
352	30220	Levelland, TX Micro Area	2	2352723961	446119	908.392	0.172	33.605932	-102.343398                                                                                                              
146	30260	Lewisburg, PA Micro Area	2	818313044	4622034	315.952	1.785	40.962179	-77.055475                                                                                                               
400	30280	Lewisburg, TN Micro Area	2	972442319	1801922	375.462	0.696	35.468343	-86.765865                                                                                                               
438	30340	Lewiston-Auburn, ME Metro Area	1	1211990523	75546580	467.952	29.169	44.167681	-70.207435                                                                                                      
336	30460	Lexington-Fayette, KY Metro Area	1	3807068613	37162533	1469.917	14.349	38.102876	-84.438545                                                                                                   
338	30620	Lima, OH Metro Area	1	1042587389	11152061	402.545	4.306	40.771627	-84.106103                                                                                                                  
522	30660	Lincoln, IL Micro Area	2	1600748259	2262329	618.052	0.873	40.129277	-89.365309                                                                                                                
339	30700	Lincoln, NE Metro Area	1	3649268662	34389571	1408.991	13.278	40.817429	-96.868801                                                                                                             
340	30780	Little Rock-North Little Rock-Conway, AR Metro Area	1	10576986111	298606991	4083.797	115.293	34.755773	-92.400589                                                                             
558	30820	Lock Haven, PA Micro Area	2	2299868386	23178644	887.984	8.949	41.239508	-77.629009                                                                                                            
440	31020	Longview, WA Metro Area	1	2955587569	65453464	1141.159	25.272	46.196785	-122.67846                                                                                                            
106	31060	Los Alamos, NM Micro Area	2	282626748	208105	109.123	0.08	35.870047	-106.307968                                                                                                               
348	31080	Los Angeles-Long Beach-Anaheim, CA Metro Area	1	12566940582	2193795620	4852.123	847.029	34.108703	-118.182753                                                                                 
350	31140	Louisville/Jefferson County, KY-IN Metro Area	1	8383769753	141193443	3236.992	54.515	38.305838	-85.681645                                                                                     
352	31180	Lubbock, TX Metro Area	1	6961026025	21254072	2687.667	8.206	33.470327	-101.648825                                                                                                             
246	31300	Lumberton, NC Micro Area	2	2453481924	5076395	947.295	1.96	34.63921	-79.100881                                                                                                                
356	31420	Macon-Bibb County, GA Metro Area	1	4464076850	36496465	1723.59	14.091	32.856216	-83.714305                                                                                                    
260	31460	Madera, CA Metro Area	1	5534591552	42271836	2136.918	16.321	37.209821	-119.749802                                                                                                             
357	31540	Madison, WI Metro Area	1	8569702440	200235647	3308.781	77.311	43.083846	-89.597745                                                                                                            
284	31680	Malvern, AR Micro Area	2	1592697317	18725599	614.944	7.23	34.315177	-92.944147                                                                                                                
148	31700	Manchester-Nashua, NH Metro Area	1	2270191096	41320770	876.526	15.954	42.911532	-71.723055                                                                                                    
359	31860	Mankato, MN Metro Area	1	3098768414	93477749	1196.441	36.092	44.15481	-94.147801                                                                                                              
360	31900	Mansfield, OH Metro Area	1	1282631596	12560134	495.227	4.849	40.774159	-82.542781                                                                                                             
425	31930	Marietta, OH Micro Area	2	1636805226	20784952	631.974	8.025	39.450676	-81.490636                                                                                                              
361	31940	Marinette, WI-MI Micro Area	2	6328652698	1151675129	2443.507	444.664	45.435279	-87.769216                                                                                                     
120	32000	Marion, NC Micro Area	2	1139476689	13977729	439.954	5.397	35.682271	-82.048044                                                                                                                
198	32020	Marion, OH Micro Area	2	1045853061	908577	403.806	0.351	40.588034	-83.168803                                                                                                                  
362	32280	Martin, TN Micro Area	2	1503107797	3707114	580.353	1.431	36.303596	-88.721194                                                                                                                 
364	32420	Mayagüez, PR Metro Area	1	350631151	509082470	135.379	196.558	18.08385	-67.886337                                                                                                             
424	32460	Mayfield, KY Micro Area	2	1429035010	13037984	551.754	5.034	36.723344	-88.649897                                                                                                              
178	32500	Maysville, KY Micro Area	2	621924469	16276484	240.126	6.284	38.594137	-83.828125                                                                                                              
365	32580	McAllen-Edinburg-Mission, TX Metro Area	1	4068758841	30739605	1570.957	11.869	26.396384	-98.18099                                                                                             
240	32740	Meadville, PA Micro Area	2	2621988043	65389924	1012.355	25.247	41.687876	-80.107795                                                                                                           
366	32780	Medford, OR Metro Area	1	7208590231	46774125	2783.252	18.06	42.411621	-122.675611                                                                                                             
368	32820	Memphis, TN-MS-AR Metro Area	1	11849791560	301987186	4575.23	116.598	35.024419	-89.871971                                                                                                     
232	32860	Menomonie, WI Micro Area	2	2201902840	35572613	850.159	13.735	44.947751	-91.897645                                                                                                            
488	32900	Merced, CA Metro Area	1	5019407132	105277636	1938.004	40.648	37.194806	-120.722802                                                                                                            
190	33020	Mexico, MO Micro Area	2	1792918159	11843439	692.25	4.573	39.214481	-91.843418                                                                                                                 
309	33060	Miami, OK Micro Area	2	1219410534	35714103	470.817	13.789	36.835764	-94.802681                                                                                                                
370	33100	Miami-Fort Lauderdale-Pompano Beach, FL Metro Area	1	13123297168	2626026108	5066.934	1013.914	26.101828	-80.478755                                                                            
176	33140	Michigan City-La Porte, IN Metro Area	1	1549555244	38779440	598.287	14.973	41.549013	-86.744739                                                                                               
474	33220	Midland, MI Metro Area	1	1340188403	27503345	517.45	10.619	43.648203	-84.379414                                                                                                               
372	33260	Midland, TX Metro Area	1	4701639949	6184783	1815.313	2.388	32.092359	-101.994539                                                                                                              
376	33340	Milwaukee-Waukesha, WI Metro Area	1	3768081352	4835621532	1454.864	1867.044	42.912643	-87.862312                                                                                              
508	33380	Minden, LA Micro Area	2	1536612362	56022945	593.289	21.631	32.732152	-93.339825                                                                                                               
206	33420	Mineral Wells, TX Micro Area	2	2467090694	85364147	952.549	32.959	32.752204	-98.317967                                                                                                        
378	33460	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	1	18253401720	1223338811	7047.678	472.334	45.096664	-93.275361                                                                             
190	33620	Moberly, MO Micro Area	2	1250217879	13254192	482.712	5.117	39.439249	-92.492959                                                                                                               
380	33660	Mobile, AL Metro Area	1	5981777088	1095671201	2309.577	423.041	30.971509	-88.20787                                                                                                            
488	33700	Modesto, CA Metro Area	1	3874667294	46351770	1496.017	17.897	37.562316	-121.002831                                                                                                            
384	33740	Monroe, LA Metro Area	1	5910866285	157867639	2282.198	60.953	32.734255	-92.09955                                                                                                              
220	33780	Monroe, MI Metro Area	1	1422818204	338203448	549.353	130.581	41.916097	-83.487106                                                                                                             
388	33860	Montgomery, AL Metro Area	1	7030277546	186443858	2714.405	71.986	32.365631	-86.404585                                                                                                         
404	33980	Morehead City, NC Micro Area	2	1314689449	2131061128	507.604	822.807	34.858343	-76.53586                                                                                                      
318	34020	Morgan City, LA Micro Area	2	1439626085	1460444966	555.843	563.881	29.629349	-91.463804                                                                                                       
390	34060	Morgantown, WV Metro Area	1	2613053223	21659664	1008.906	8.363	39.525155	-79.801912                                                                                                           
315	34100	Morristown, TN Metro Area	1	1856625928	196094103	716.847	75.712	36.168802	-83.422614                                                                                                          
446	34140	Moscow, ID Micro Area	2	2786483032	2369979	1075.867	0.915	46.81892	-116.730974                                                                                                                
393	34180	Moses Lake, WA Micro Area	2	6940003417	289811930	2679.55	111.897	47.213633	-119.467788                                                                                                        
147	34300	Mountain Home, ID Micro Area	2	7964417374	68330393	3075.079	26.383	43.394698	-115.471205                                                                                                      
268	34340	Mount Airy, NC Micro Area	2	1379543658	10390865	532.645	4.012	36.415416	-80.686463                                                                                                            
170	34350	Mount Gay-Shamrock, WV Micro Area	2	1175120719	4748336	453.717	1.833	37.830591	-81.940853                                                                                                     
394	34380	Mount Pleasant, MI Micro Area	2	1483282659	12948097	572.699	4.999	43.645233	-84.839424                                                                                                        
336	34460	Mount Sterling, KY Micro Area	2	1760500007	23424341	679.733	9.044	38.039616	-83.747734                                                                                                        
198	34540	Mount Vernon, OH Micro Area	2	1361036418	10721050	525.499	4.139	40.40362	-82.422393                                                                                                           
500	34580	Mount Vernon-Anacortes, WA Metro Area	1	4481316828	483781973	1730.246	186.789	48.493292	-121.81577                                                                                            
294	34620	Muncie, IN Metro Area	1	1015536280	9863733	392.101	3.808	40.227543	-85.399262                                                                                                                 
209	34700	Muscatine, IA Micro Area	2	1132977286	30262321	437.445	11.684	41.483776	-91.118699                                                                                                            
266	34740	Muskegon, MI Metro Area	1	1305130154	2476314283	503.914	956.11	43.428739	-86.420908                                                                                                           
538	34780	Muskogee, OK Micro Area	2	2099505291	76120773	810.624	29.39	35.617551	-95.383911                                                                                                              
396	34820	Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area	1	5136952008	831075921	1983.388	320.88	33.969095	-78.612724                                                                          
488	34900	Napa, CA Metro Area	1	1938032964	104262608	748.279	40.256	38.5071	-122.325904                                                                                                                 
163	34940	Naples-Marco Island, FL Metro Area	1	5172076456	1575209325	1996.95	608.192	26.118786	-81.400955                                                                                               
400	34980	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	1	14735597253	197083631	5689.446	76.094	36.118182	-86.64412                                                                         
404	35100	New Bern, NC Metro Area	1	3922422274	761846043	1514.456	294.15	35.116829	-77.08132                                                                                                            
192	35140	Newberry, SC Micro Area	2	1632452022	44011454	630.293	16.993	34.289881	-81.599676                                                                                                             
294	35220	New Castle, IN Micro Area	2	1014957932	7652084	391.877	2.954	39.929591	-85.397363                                                                                                             
430	35260	New Castle, PA Micro Area	2	925571230	11444141	357.365	4.419	40.992735	-80.334446                                                                                                             
408	35300	New Haven-Milford, CT Metro Area	1	1565143226	667604268	604.305	257.763	41.349718	-72.900203                                                                                                  
406	35380	New Orleans-Metairie, LA Metro Area	1	8296925572	12085496094	3203.461	4666.236	30.05342	-89.934502                                                                                            
184	35420	New Philadelphia-Dover, OH Micro Area	2	1469530293	10408848	567.389	4.019	40.44749	-81.471105                                                                                                 
315	35460	Newport, TN Micro Area	2	1129584563	17932684	436.135	6.924	35.916198	-83.119224                                                                                                               
359	35580	New Ulm, MN Micro Area	2	1582765944	18533953	611.109	7.156	44.246541	-94.733647                                                                                                               
408	35620	New York-Newark-Jersey City, NY-NJ-PA Metro Area	1	17312262984	6546379453	6684.302	2527.571	40.77493	-73.873758                                                                               
515	35660	Niles, MI Metro Area	1	1470545747	2625447844	567.781	1013.691	41.791382	-86.742543                                                                                                            
536	35700	Nogales, AZ Micro Area	2	3201853240	3068237	1236.242	1.185	31.525733	-110.845228                                                                                                              
412	35840	North Port-Sarasota-Bradenton, FL Metro Area	1	3363783147	1659713338	1298.764	640.819	27.329055	-82.414533                                                                                    
294	35860	North Vernon, IN Micro Area	2	975382324	4528274	376.597	1.748	38.996229	-85.628103                                                                                                            
184	35940	Norwalk, OH Micro Area	2	1274903645	8628942	492.243	3.332	41.14508	-82.594641                                                                                                                 
278	35980	Norwich-New London, CT Metro Area	1	1722511318	276863144	665.065	106.897	41.472652	-72.108634                                                                                                 
500	36020	Oak Harbor, WA Micro Area	2	539943913	799920796	208.474	308.851	48.158554	-122.670649                                                                                                         
428	36140	Ocean City, NJ Metro Area	1	651437935	955149083	251.522	368.785	39.085841	-74.846354                                                                                                          
372	36220	Odessa, TX Metro Area	1	2325440847	10256582	897.858	3.96	31.865301	-102.542507                                                                                                                
482	36260	Ogden-Clearfield, UT Metro Area	1	18725884064	3639147200	7230.105	1405.083	41.622623	-113.060252                                                                                              
416	36420	Oklahoma City, OK Metro Area	1	14275332965	181105555	5511.737	69.925	35.430968	-97.506966                                                                                                     
160	36460	Olean, NY Micro Area	2	3388125876	36783591	1308.163	14.202	42.239099	-78.662332                                                                                                               
500	36500	Olympia-Lacey-Tumwater, WA Metro Area	1	1871256793	133627810	722.496	51.594	46.935822	-122.830152                                                                                             
420	36540	Omaha-Council Bluffs, NE-IA Metro Area	1	11256901425	157682991	4346.314	60.882	41.290459	-95.99997                                                                                            
147	36620	Ontario, OR-ID Micro Area	2	26662900544	117869479	10294.604	45.51	43.225869	-117.619933                                                                                                       
318	36660	Opelousas, LA Micro Area	2	2393224007	39013551	924.029	15.063	30.583441	-91.989274                                                                                                            
192	36700	Orangeburg, SC Micro Area	2	2865498667	55708305	1106.375	21.509	33.436135	-80.802913                                                                                                          
422	36740	Orlando-Kissimmee-Sanford, FL Metro Area	1	9040353554	1349418508	3490.5	521.013	28.434396	-81.356084                                                                                          
118	36780	Oshkosh-Neenah, WI Metro Area	1	1125859770	372631716	434.697	143.874	44.085707	-88.668149                                                                                                     
218	36820	Oskaloosa, IA Micro Area	2	1478498332	6594320	570.851	2.546	41.330797	-92.636366                                                                                                              
393	36830	Othello, WA Micro Area	2	4985698856	12464425	1924.989	4.813	47.011238	-118.512861                                                                                                             
176	36837	Ottawa, IL Micro Area	2	5605593760	76427899	2164.332	29.509	41.356488	-89.173385                                                                                                              
312	36840	Ottawa, KS Micro Area	2	1480882204	13893465	571.772	5.364	38.558019	-95.278962                                                                                                                
378	36940	Owatonna, MN Micro Area	2	1112775703	6976791	429.645	2.694	44.015261	-93.220453                                                                                                               
348	37100	Oxnard-Thousand Oaks-Ventura, CA Metro Area	1	4767622152	947345735	1840.789	365.772	34.358748	-119.133145                                                                                     
222	37120	Ozark, AL Micro Area	2	1453276166	4051341	561.113	1.564	31.430654	-85.609476                                                                                                                  
424	37140	Paducah, KY-IL Micro Area	2	2709311695	207431161	1046.071	80.09	37.134181	-88.656668                                                                                                          
332	37220	Pahrump, NV Micro Area	2	47090939212	43207981	18181.914	16.683	37.965864	-116.459011                                                                                                          
300	37260	Palatka, FL Micro Area	2	1886452945	255262400	728.364	98.557	29.593896	-81.732039                                                                                                             
108	37420	Pampa, TX Micro Area	2	4791560121	9047636	1850.032	3.493	35.617393	-100.810553                                                                                                                
308	37500	Paragould, AR Micro Area	2	1495304293	5273183	577.34	2.036	36.120607	-90.566346                                                                                                               
425	37620	Parkersburg-Vienna, WV Metro Area	1	1551430857	32430476	599.011	12.521	39.141531	-81.460402                                                                                                   
429	37740	Payson, AZ Micro Area	2	12321426494	97108979	4757.33	37.494	33.789618	-110.81187                                                                                                              
484	37770	Pearsall, TX Micro Area	2	2935753502	2193621	1133.501	0.847	28.869383	-99.109005                                                                                                              
218	37800	Pella, IA Micro Area	2	1436123086	41484608	554.49	16.017	41.331433	-93.093868                                                                                                                 
426	37860	Pensacola-Ferry Pass-Brent, FL Metro Area	1	4323710048	1757267803	1669.394	678.485	30.608557	-87.158547                                                                                       
316	37940	Peru, IN Micro Area	2	968246953	9184624	373.842	3.546	40.772883	-86.044258                                                                                                                    
428	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	1	11922245421	691935501	4603.205	267.158	39.894958	-75.311982                                                                          
429	38060	Phoenix-Mesa-Chandler, AZ Metro Area	1	37730527879	85048903	14567.839	32.838	33.185765	-112.067862                                                                                            
406	38100	Picayune, MS Micro Area	2	2101307249	20783013	811.319	8.024	30.774793	-89.586904                                                                                                              
340	38220	Pine Bluff, AR Metro Area	1	5257008026	142326550	2029.742	54.953	34.081204	-91.945765                                                                                                         
246	38240	Pinehurst-Southern Pines, NC Micro Area	2	1806983006	20712954	697.68	7.997	35.308272	-79.492725                                                                                               
430	38300	Pittsburgh, PA Metro Area	1	13682742221	156664130	5282.937	60.488	40.439525	-79.836097                                                                                                        
352	38380	Plainview, TX Micro Area	2	2602109423	246678	1004.68	0.095	34.068436	-101.822888                                                                                                              
515	38500	Plymouth, IN Micro Area	2	1148969991	15858580	443.62	6.123	41.325003	-86.269036                                                                                                               
170	38580	Point Pleasant, WV-OH Micro Area	2	2323989370	48211686	897.297	18.615	38.798396	-82.180553                                                                                                    
434	38660	Ponce, PR Metro Area	1	718832220	329749489	277.543	127.317	18.042236	-66.589081                                                                                                               
145	38700	Pontiac, IL Micro Area	2	2702983878	5975815	1043.628	2.307	40.894376	-88.552852                                                                                                               
188	38780	Portales, NM Micro Area	2	6335242832	18679734	2446.051	7.212	34.021207	-103.483004                                                                                                            
438	38860	Portland-South Portland, ME Metro Area	1	5390745262	2009378680	2081.378	775.825	43.651417	-70.418375                                                                                          
440	38900	Portland-Vancouver-Hillsboro, OR-WA Metro Area	1	17320566835	354408968	6687.509	136.838	45.600622	-122.484378                                                                                 
544	38920	Port Lavaca, TX Micro Area	2	1312960774	1361631001	506.937	525.729	28.441719	-96.579574                                                                                                       
370	38940	Port St. Lucie, FL Metro Area	1	2889084966	842998144	1115.482	325.483	27.228046	-80.425388                                                                                                    
170	39020	Portsmouth, OH Micro Area	2	1580267231	16098454	610.145	6.216	38.814889	-82.998675                                                                                                            
408	39100	Poughkeepsie-Newburgh-Middletown, NY Metro Area	1	4164614560	144945399	1607.967	55.964	41.575274	-74.033873                                                                                   
140	39260	Prineville, OR Micro Area	2	7715390857	21004473	2978.929	8.11	44.163054	-120.371585                                                                                                           
148	39300	Providence-Warwick, RI-MA Metro Area	1	4110312681	1681152308	1587.001	649.097	41.70684	-71.286687                                                                                             
482	39340	Provo-Orem, UT Metro Area	1	13974951438	399509938	5395.759	154.252	39.872067	-112.359059                                                                                                      
444	39380	Pueblo, CO Metro Area	1	6181242644	28941441	2386.591	11.174	38.162765	-104.484668                                                                                                             
446	39420	Pullman, WA Micro Area	2	5592463291	48246698	2159.262	18.628	46.905944	-117.53539                                                                                                             
412	39460	Punta Gorda, FL Metro Area	1	1764089884	689239393	681.119	266.117	26.906396	-82.003657                                                                                                        
448	39500	Quincy, IL-MO Micro Area	2	3522814808	56719923	1360.166	21.9	40.027165	-91.389838                                                                                                             
376	39540	Racine, WI Metro Area	1	861537618	1190103013	332.642	459.501	42.780392	-87.771599                                                                                                             
450	39580	Raleigh-Cary, NC Metro Area	1	5486646049	74650629	2118.406	28.823	35.756746	-78.460441                                                                                                        
452	39660	Rapid City, SD Metro Area	1	16181465600	50668883	6247.699	19.563	44.314673	-102.785719                                                                                                        
154	39700	Raymondville, TX Micro Area	2	1529652214	502884780	590.602	194.165	26.481861	-97.594731                                                                                                       
428	39740	Reading, PA Metro Area	1	2218072312	24220127	856.403	9.351	40.413957	-75.92686                                                                                                                
454	39780	Red Bluff, CA Micro Area	2	7638229340	33767224	2949.137	13.038	40.126157	-122.232274                                                                                                          
454	39820	Redding, CA Metro Area	1	9778551576	186157964	3775.52	71.876	40.760514	-122.043556                                                                                                            
378	39860	Red Wing, MN Micro Area	2	1959853272	59175413	756.704	22.848	44.406178	-92.716                                                                                                                
456	39900	Reno, NV Metro Area	1	17041227926	584618559	6579.655	225.722	40.500795	-119.731161                                                                                                            
292	39940	Rexburg, ID Micro Area	2	6043029442	93941547	2333.227	36.271	44.142753	-111.508107                                                                                                            
458	39980	Richmond, IN Micro Area	2	1040539270	6701974	401.754	2.588	39.863091	-85.006735                                                                                                               
336	40080	Richmond-Berea, KY Micro Area	2	1788255769	21806816	690.449	8.42	37.717206	-84.168436                                                                                                         
365	40100	Rio Grande City-Roma, TX Micro Area	2	3168019235	15346374	1223.179	5.925	26.530903	-98.740235                                                                                                 
348	40140	Riverside-San Bernardino-Ontario, CA Metro Area	1	70647830085	339607368	27277.281	131.123	34.538476	-116.134541                                                                               
468	40260	Roanoke Rapids, NC Micro Area	2	3264505488	52811048	1260.433	20.39	36.320576	-77.542757                                                                                                       
466	40300	Rochelle, IL Micro Area	2	1964903701	12378959	758.654	4.78	42.041884	-89.320176                                                                                                               
462	40340	Rochester, MN Metro Area	1	6415529417	74957694	2477.05	28.941	43.94981	-92.33066                                                                                                              
464	40380	Rochester, NY Metro Area	1	8458934103	5127546512	3266.013	1979.757	43.148038	-77.523257                                                                                                       
466	40420	Rockford, IL Metro Area	1	2055907174	19234619	793.79	7.427	42.331183	-89.042914                                                                                                               
204	40530	Rockport, TX Micro Area	2	652856780	714538201	252.069	275.885	28.122621	-96.967501                                                                                                            
468	40580	Rocky Mount, NC Metro Area	1	2708816979	9880743	1045.88	3.815	35.941045	-77.798549                                                                                                            
122	40660	Rome, GA Metro Area	1	1320404595	22414013	509.811	8.654	34.263692	-85.213685                                                                                                                  
384	40820	Ruston, LA Micro Area	2	1221532395	1897706	471.636	0.733	32.601823	-92.662303                                                                                                                 
472	40900	Sacramento-Roseville-Folsom, CA Metro Area	1	13195802226	548032209	5094.928	211.596	38.790272	-121.005643                                                                                     
474	40980	Saginaw, MI Metro Area	1	2074053636	39287690	800.797	15.169	43.328267	-84.05541                                                                                                               
378	41060	St. Cloud, MN Metro Area	1	4535393401	134523861	1751.125	51.94	45.593031	-94.488363                                                                                                           
312	41140	St. Joseph, MO-KS Metro Area	1	4288289854	51605107	1655.718	19.925	39.834843	-94.783754                                                                                                       
476	41180	St. Louis, MO-IL Metro Area	1	20366804373	565545713	7863.667	218.358	38.740211	-90.345825                                                                                                     
300	41220	St. Marys, GA Micro Area	2	1632622505	392508756	630.359	151.548	30.913358	-81.642019                                                                                                          
566	41400	Salem, OH Micro Area	2	1377658471	7277033	531.917	2.81	40.770073	-80.778455                                                                                                                   
440	41420	Salem, OR Metro Area	1	4978011395	34703808	1922.021	13.399	44.903385	-122.901757                                                                                                              
480	41540	Salisbury, MD-DE Metro Area	1	5435702460	2080034552	2098.737	803.106	38.399521	-75.478262                                                                                                     
482	41620	Salt Lake City, UT Metro Area	1	19901509939	1055969622	7684.016	407.712	40.572887	-112.953253                                                                                                 
484	41700	San Antonio-New Braunfels, TX Metro Area	1	18941057312	149381373	7313.183	57.676	29.43306	-98.606973                                                                                          
184	41780	Sandusky, OH Micro Area	2	650833148	969939819	251.288	374.496	41.394143	-82.586835                                                                                                            
246	41820	Sanford, NC Micro Area	2	660607451	10725289	255.062	4.141	35.476336	-79.172117                                                                                                                
488	41860	San Francisco-Oakland-Berkeley, CA Metro Area	1	6398174793	2475529965	2470.349	955.808	37.773718	-122.274432                                                                                  
364	41900	San Germán, PR Metro Area	1	572730873	383943230	221.133	148.241	18.033069	-67.103961                                                                                                          
488	41940	San Jose-Sunnyvale-Santa Clara, CA Metro Area	1	6940483804	38315150	2679.736	14.794	36.908472	-121.371372                                                                                     
490	41980	San Juan-Bayamón-Caguas, PR Metro Area	1	3724785033	1458162834	1438.148	563.	18.294453	-66.036844                                                                                             
488	42100	Santa Cruz-Watsonville, CA Metro Area	1	1152823584	419714230	445.108	162.053	37.012347	-122.007789                                                                                            
106	42140	Santa Fe, NM Metro Area	1	4947861287	2643021	1910.38	1.02	35.514531	-105.963972                                                                                                               
434	42180	Santa Isabel, PR Micro Area	2	88150116	111135065	34.035	42.909	17.952922	-66.387588                                                                                                           
488	42220	Santa Rosa-Petaluma, CA Metro Area	1	4080862341	498084088	1575.63	192.311	38.525182	-122.92611                                                                                                
496	42340	Savannah, GA Metro Area	1	3495215145	564159990	1349.51	217.823	32.109153	-81.273107                                                                                                           
497	42460	Scottsboro, AL Micro Area	2	2792044654	126334707	1078.015	48.778	34.764114	-85.980056                                                                                                         
350	42500	Scottsburg, IN Micro Area	2	493140245	6074951	190.403	2.346	38.679431	-85.751898                                                                                                              
340	42620	Searcy, AR Micro Area	2	2678251423	20554640	1034.079	7.936	35.255118	-91.753034                                                                                                               
