,NAME,INTPTLAT,INTPTLONG,CBSA,POPESTIMATE
916,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,13980,165293
917,"Dodge City, KS",37.688416,-99.884748,19980,34159
918,"El Dorado, AR",33.168219,-92.598145,20980,38340
919,"Fallon, NV",39.53771,-118.264166,21980,25723
920,"Grenada, MS",33.770031,-89.80274,24980,21365
921,"Kahului-Wailuku-Lahaina, HI",20.855931,-156.60155,27980,164221
922,"Longview, TX",32.431646,-94.684833,30980,287868
923,"Marion, IN",40.515758,-85.654946,31980,66263
924,"Owensboro, KY",37.693723,-87.077058,36980,121227
925,"Troy, AL",31.798653,-85.941608,45980,32991
926,"Watertown, SD",44.852409,-97.177099,47980,34682
